"535","遣","","辵","13","S","","","ケン、つか-う、つか-わす"
"536","権","權","木","15","6","","","ケン、（ゴン）"
"537","憲","","心","16","6","","","ケン"
"538","賢","","貝","16","S","","","ケン、かしこ-い"
"539","謙","","言","17","S","","","ケン"
"540","鍵","","金","17","S","2010","","ケン、かぎ"
"541","繭","","糸","18","S","","","ケン、まゆ"
"542","顕","顯","頁","18","S","","","ケン"
"543","験","驗","馬","18","4","","","ケン、（ゲン）"
"544","懸","","心","20","S","","","ケン、（ケ）、か-ける、か-かる"
"545","元","","儿","4","2","","","ゲン、ガン、もと"
"546","幻","","幺","4","S","","","ゲン、まぼろし"
"547","玄","","玄","5","S","","","ゲン"
"548","言","","言","7","2","","","ゲン、ゴン、い-う、こと"
"549","弦","","弓","8","S","","","ゲン、つる"
"550","限","","阜","9","5","","","ゲン、かぎ-る"
"551","原","","厂","10","2","","","ゲン、はら"
"552","現","","玉","11","5","","","ゲン、あらわ-れる、あらわ-す"
"553","舷","","舟","11","S","2010","","ゲン"
"554","減","","水","12","5","","","ゲン、へ-る、へ-らす"
"555","源","","水","13","6","","","ゲン、みなもと"
"556","厳","嚴","口","17","6","","","ゲン、（ゴン）、おごそ-か、きび-しい"
"557","己","","己","3","6","","","コ、キ、おのれ"
"558","戸","戶 [4]","戶","4","2","","","コ、と"
"559","古","","口","5","2","","","コ、ふる-い、ふる-す"
"560","呼","","口","8","6","","","コ、よ-ぶ"
"561","固","","囗","8","4","","","コ、かた-める、かた-まる、かた-い"
"562","股","","肉","8","S","2010","","コ、また"
"563","虎","","虍","8","S","2010","","コ、とら"
"564","孤","","子","9","S","","","コ"
"565","弧","","弓","9","S","","","コ"
"566","故","","攴","9","5","","","コ、ゆえ"
"567","枯","","木","9","S","","","コ、か-れる、か-らす"
"568","個","","人","10","5","","","コ"
"569","庫","","广","10","3","","","コ、（ク）"
"570","湖","","水","12","3","","","コ、みずうみ"
"571","雇","","隹","12","S","","","コ、やと-う"
"572","誇","","言","13","S","","","コ、ほこ-る"
"573","鼓","","鼓","13","S","","","コ、つづみ"
"574","錮","","金","16","S","2010","","コ"
"575","顧","","頁","21","S","","","コ、かえり-みる"
"576","五","","二","4","1","","","ゴ、いつ、いつ-つ"
"577","互","","二","4","S","","","ゴ、たが-い"
"578","午","","十","4","2","","","ゴ"
"579","呉","吳 [4]","口","7","S","","","ゴ"
"580","後","","彳","9","2","","","ゴ、コウ、のち、うし-ろ、あと、おく-れる"
"581","娯","娛 [4]","女","10","S","","","ゴ"
"582","悟","","心","10","S","","","ゴ、さと-る"
"583","碁","","石","13","S","","","ゴ"
"584","語","","言","14","2","","","ゴ、かた-る、かた-らう"
"585","誤","","言","14","6","","","ゴ、あやま-る"
"586","護","","言","20","5","","","ゴ"
"587","口","","口","3","1","","","コウ、ク、くち"
"588","工","","工","3","2","","","コウ、ク"
"589","公","","八","4","2","","","コウ、おおやけ"
"590","勾","","勹","4","S","2010","","コウ"
"591","孔","","子","4","S","","","コウ"
"592","功","","力","5","4","","","コウ、（ク）"
"593","巧","","工","5","S","","","コウ、たく-み"
"594","広","廣","广","5","2","","","コウ、ひろ-い、ひろ-まる、ひろ-める、ひろ-がる、ひろ-げる"
"595","甲","","田","5","S","","","コウ、カン"
"596","交","","亠","6","2","","","コウ、まじ-わる、まじ-える、ま-じる、ま-ざる、ま-ぜる、か-う、か-わす"
"597","光","","儿","6","2","","","コウ、ひか-る、ひかり"
"598","向","","口","6","3","","","コウ、む-く、む-ける、む-かう、む-こう"
"599","后","","口","6","6","","","コウ"
"600","好","","女","6","4","","","コウ、この-む、す-く"
"601","江","","水","6","S","","","コウ、え"
"602","考","","老","6","2","","","コウ、かんが-える"
"603","行","","行","6","2","","","コウ、ギョウ、（アン）、い-く、ゆ-く、おこな-う"
"604","坑","","土","7","S","","","コウ"
"605","孝","","子","7","6","","","コウ"
"606","抗","","手","7","S","","","コウ"
"607","攻","","攴","7","S","","","コウ、せ-める"
"608","更","","曰","7","S","","","コウ、さら、ふ-ける、ふ-かす"
"609","効","[4]","力","8","5","","","コウ、き-く"
"610","幸","","干","8","3","","","コウ、さいわ-い、さち、しあわ-せ"
"611","拘","","手","8","S","","","コウ"
"612","肯","","肉","8","S","","","コウ"
"613","侯","","人","9","S","","","コウ"
"614","厚","","厂","9","5","","","コウ、あつ-い"
"615","恒","恆","心","9","S","","","コウ"
"616","洪","","水","9","S","1981","","コウ"
"617","皇","","白","9","6","","","コウ、オウ"
"618","紅","","糸","9","6","","","コウ、（ク）、べに、くれない"
"619","荒","","艸","9","S","","","コウ、あら-い、あ-れる、あ-らす"
"620","郊","","邑","9","S","","","コウ"
"621","香","","香","9","4","","","コウ、（キョウ）、か、かお-り、かお-る"
"622","候","","人","10","4","","","コウ、そうろう"
"623","校","","木","10","1","","","コウ"
"624","耕","","耒","10","5","","","コウ、たがや-す"
"625","航","","舟","10","5","","","コウ"
"626","貢","","貝","10","S","","","コウ、（ク）、みつ-ぐ"
"627","降","","阜","10","6","","","コウ、お-りる、お-ろす、ふ-る"
"628","高","","高","10","2","","","コウ、たか-い、たか、たか-まる、たか-める"
"629","康","","广","11","4","","","コウ"
"630","控","","手","11","S","","","コウ、ひか-える"
"631","梗","","木","11","S","2010","","コウ"
"632","黄","黃","黃","11","2","","","コウ、オウ、き、（こ）"
"633","喉","","口","12","S","2010","","コウ、のど"
"634","慌","","心","12","S","","","コウ、あわ-てる、あわ-ただしい"
"635","港","","水","12","3","","","コウ、みなと"
"636","硬","","石","12","S","","","コウ、かた-い"
"637","絞","","糸","12","S","","","コウ、しぼ-る、し-める、し-まる"
"638","項","","頁","12","S","","","コウ"
"639","溝","","水","13","S","1981","","コウ、みぞ"
"640","鉱","鑛","金","13","5","","","コウ"
"641","構","","木","14","5","","","コウ、かま-える、かま-う"
"642","綱","","糸","14","S","","","コウ、つな"
"643","酵","","酉","14","S","","","コウ"
"644","稿","","禾","15","S","","","コウ"
"645","興","","臼","16","5","","","コウ、キョウ、おこ-る、おこ-す"
"646","衡","","行","16","S","","","コウ"
"647","鋼","","金","16","6","","","コウ、はがね"
"648","講","","言","17","5","","","コウ"
"649","購","","貝","17","S","","","コウ"
"650","乞","","乙","3","S","2010","","こ-う"
"651","号","號","虍","5","3","","","ゴウ"
"652","合","","口","6","2","","","ゴウ、ガッ、（カッ）、あ-う、あ-わす、あ-わせる"
"653","拷","","手","9","S","","","ゴウ"
"654","剛","","刀","10","S","","","ゴウ"
"655","傲","","人","13","S","2010","","ゴウ"
"656","豪","","豕","14","S","","","ゴウ"
"657","克","","儿","7","S","","","コク"
"658","告","吿 [4]","口","7","5","","","コク、つ-げる"
"659","谷","","谷","7","2","","","コク、たに"
"660","刻","","刀","8","6","","","コク、きざ-む"
"661","国","國","囗","8","2","","","コク、くに"
"662","黒","黑","黑","11","2","","","コク、くろ、くろ-い"
"663","穀","穀 [9]","禾","14","6","","","コク"
"664","酷","","酉","14","S","","","コク"
"665","獄","","犬","14","S","","","ゴク"
"666","骨","","骨","10","6","","","コツ、ほね"
"667","駒","","馬","15","S","2010","","こま"
"668","込","","辵","5","S","","","こ-む、こ-める"
"669","頃","","頁","11","S","2010","","ころ"
"670","今","","人","4","2","","","コン、キン、いま"
"671","困","","囗","7","6","","","コン、こま-る"
"672","昆","","日","8","S","1981","","コン"
"673","恨","","心","9","S","","","コン、うら-む、うら-めしい"
"674","根","","木","10","3","","","コン、ね"
"675","婚","","女","11","S","","","コン"
"676","混","","水","11","5","","","コン、ま-じる、ま-ざる、ま-ぜる、こ-む"
"677","痕","","疒","11","S","2010","","コン、あと"
"678","紺","","糸","11","S","","","コン"
"679","魂","","鬼","14","S","","","コン、たましい"
"680","墾","","土","16","S","","","コン"
"681","懇","","心","17","S","","","コン、ねんご-ろ"
"682","左","","工","5","1","","","サ、ひだり"
"683","佐","","人","7","4","","","サ"
"684","沙","","水","7","S","2010","","サ"
"685","査","","木","9","5","","","サ"
"686","砂","","石","9","6","","","サ、シャ、すな"
"687","唆","","口","10","S","","","サ、そそのか-す"
"688","差","","工","10","4","","","サ、さ-す"
"689","詐","","言","12","S","","","サ"
"690","鎖","","金","18","S","","","サ、くさり"
"691","座","","广","10","6","","","ザ、すわ-る"
"692","挫","","手","10","S","2010","","ザ"
"693","才","","手","3","2","","","サイ"
"694","再","","冂","6","5","","","サイ、（サ）、ふたた-び"
"695","災","","火","7","5","","","サイ、わざわ-い"
"696","妻","","女","8","5","","","サイ、つま"
"697","采","","釆","8","S","2010","","サイ"
"698","砕","碎","石","9","S","","","サイ、くだ-く、くだ-ける"
"699","宰","","宀","10","S","","","サイ"
"700","栽","","木","10","S","","","サイ"
"701","彩","","彡","11","S","","","サイ、いろど-る"
"702","採","","手","11","5","","","サイ、と-る"
"703","済","濟","水","11","6","","","サイ、す-む、す-ます"
"704","祭","","示","11","3","","","サイ、まつ-る、まつ-り"
"705","斎","齋","齊","11","S","","","サイ"
"706","細","","糸","11","2","","","サイ、ほそ-い、ほそ-る、こま-か、こま-かい"
"707","菜","","艸","11","4","","","サイ、な"
"708","最","","曰","12","4","","","サイ、もっと-も"
"709","裁","","衣","12","6","","","サイ、た-つ、さば-く"
"710","債","","人","13","S","","","サイ"
"711","催","","人","13","S","","","サイ、もよお-す"
"712","塞","","土","13","S","2010","","サイ、ソク、ふさ-ぐ、ふさ-がる"
"713","歳","歲 [4]","止","13","S","","","サイ、（セイ）"
"714","載","","車","13","S","","","サイ、の-せる、の-る"
"715","際","","阜","14","5","","","サイ、きわ"
"716","埼","","土","11","4","2010","","（さい）[10]"
"717","在","","土","6","5","","","ザイ、あ-る"
"718","材","","木","7","4","","","ザイ"
"719","剤","劑","刀","10","S","","","ザイ"
"720","財","","貝","10","5","","","ザイ、（サイ）"
"721","罪","","网","13","5","","","ザイ、つみ"
"722","崎","","山","11","4","1981","","さき"
"723","作","","人","7","2","","","サク、サ、つく-る"
"724","削","","刀","9","S","","","サク、けず-る"
"725","昨","","日","9","4","","","サク"
"726","柵 [12]","","木","9","S","2010","","サク"
"727","索","","糸","10","S","","","サク"
"728","策","","竹","12","6","","","サク"
"729","酢","","酉","12","S","","","サク、す"
"730","搾","","手","13","S","","","サク、しぼ-る"
"731","錯","","金","16","S","","","サク"
"732","咲","","口","9","S","","","さ-く"
"733","冊","册 [4]","冂","5","6","","","サツ、サク"
"734","札","","木","5","4","","","サツ、ふだ"
"735","刷","","刀","8","4","","","サツ、す-る"
"736","刹","","刀","8","S","2010","","サツ、セツ"
"737","拶","","手","9","S","2010","","サツ"
"738","殺","殺 [9]","殳","10","5","","","サツ、（サイ）、（セツ）、ころ-す"
"739","察","","宀","14","4","","","サツ"
"740","撮","","手","15","S","","","サツ、と-る"
"741","擦","","手","17","S","","","サツ、す-る、す-れる"
"742","雑","雜","隹","14","5","","","ザツ、ゾウ"
"743","皿","","皿","5","3","1981","","さら"
"744","三","","一","3","1","","","サン、み、み-つ、みっ-つ"
"745","山","","山","3","1","","","サン、やま"
"746","参","參","厶","8","4","","","サン、まい-る"
"747","桟","棧","木","10","S","1981","","サン"
"748","蚕","蠶","虫","10","6","","","サン、かいこ"
"749","惨","慘","心","11","S","","","サン、ザン、みじ-め"
"750","産","產 [4]","生","11","4","","","サン、う-む、う-まれる、うぶ"
"751","傘","","人","12","S","1981","","サン、かさ"
"752","散","","攴","12","4","","","サン、ち-る、ち-らす、ち-らかす、ち-らかる"
"753","算","","竹","14","2","","","サン"
"754","酸","","酉","14","5","","","サン、す-い"
"755","賛","贊","貝","15","5","","","サン"
"756","残","殘","歹","10","4","","","ザン、のこ-る、のこ-す"
"757","斬","","斤","11","S","2010","","ザン、き-る"
"758","暫","","日","15","S","","","ザン"
"759","士","","士","3","5","","","シ"
"760","子","","子","3","1","","","シ、ス、こ"
"761","支","","支","4","5","","","シ、ささ-える"
"762","止","","止","4","2","","","シ、と-まる、と-める"
"763","氏","","氏","4","4","","","シ、うじ"
"764","仕","","人","5","3","","","シ、（ジ）、つか-える"
"765","史","","口","5","5","","","シ"
"766","司","","口","5","4","","","シ"
"767","四","","囗","5","1","","","シ、よ、よ-つ、よっ-つ、よん"
"768","市","","巾","5","2","","","シ、いち"
"769","矢","","矢","5","2","","","シ、や"
"770","旨","","日","6","S","","","シ、むね"
"771","死","","歹","6","3","","","シ、し-ぬ"
"772","糸","絲","糸","6","1","","","シ、いと"
"773","至","","至","6","6","","","シ、いた-る"
"774","伺","","人","7","S","","","シ、うかが-う"
"775","志","","心","7","5","","","シ、こころざ-す、こころざし"
"776","私","","禾","7","6","","","シ、わたくし、わたし"
"777","使","","人","8","3","","","シ、つか-う"
"778","刺","","刀","8","S","","","シ、さ-す、さ-さる"
"779","始","","女","8","3","","","シ、はじ-める、はじ-まる"
"780","姉","","女","8","2","","","シ、あね"
"781","枝","","木","8","5","","","シ、えだ"
"782","祉","祉 [9]","示","8","S","","","シ"
"783","肢","","肉","8","S","1981","","シ"
"784","姿","","女","9","6","","","シ、すがた"
"785","思","","心","9","2","","","シ、おも-う"
"786","指","","手","9","3","","","シ、ゆび、さ-す"
"787","施","","方","9","S","","","シ、セ、ほどこ-す"
"788","師","","巾","10","5","","","シ"
"789","恣 [6][12]","","心","10","S","2010","","シ"
"790","紙","","糸","10","2","","","シ、かみ"
"791","脂","","肉","10","S","","","シ、あぶら"
"792","視","視 [9]","見","11","6","","","シ"
"793","紫","","糸","12","S","","","シ、むらさき"
"794","詞","","言","12","6","","","シ"
"795","歯","齒","齒","12","3","","","シ、は"
"796","嗣","","口","13","S","","","シ"
"797","試","","言","13","4","","","シ、こころ-みる、ため-す"
"798","詩","","言","13","3","","","シ"
"799","資","","貝","13","5","","","シ"
"800","飼","飼 [4][9]","食","13","5","","","シ、か-う"
"801","誌","","言","14","6","","","シ"
"802","雌","","隹","14","S","","","シ、め、めす"
"803","摯","","手","15","S","2010","","シ"
"804","賜","","貝","15","S","","","シ、たまわ-る"
"805","諮","","言","16","S","","","シ、はか-る"
"806","示","","示","5","5","","","ジ、シ、しめ-す"
"807","字","","子","6","1","","","ジ、あざ"
"808","寺","","寸","6","2","","","ジ、てら"
"809","次","","欠","6","3","","","ジ、シ、つ-ぐ、つぎ"
"810","耳","","耳","6","1","","","ジ、みみ"
"811","自","","自","6","2","","","ジ、シ、みずか-ら"
"812","似","","人","7","5","","","ジ、に-る"
"813","児","兒","儿","7","4","","","ジ、（ニ）"
"814","事","","亅","8","3","","","ジ、（ズ）、こと"
"815","侍","","人","8","S","","","ジ、さむらい"
"816","治","","水","8","4","","","ジ、チ、おさ-める、おさ-まる、なお-る、なお-す"
"817","持","","手","9","3","","","ジ、も-つ"
"818","時","","日","10","2","","","ジ、とき"
"819","滋","","水","12","4","","","ジ"
"820","慈","","心","13","S","","","ジ、いつく-しむ"
"821","辞","辭","辛","13","4","","","ジ、や-める"
"822","磁","","石","14","6","","","ジ"
"823","餌 [6][13]","","食","15","S","2010","","ジ、えさ、え"
"824","璽","","玉","19","S","","","ジ"
"825","鹿","","鹿","11","4","2010","","しか、（か）"
"826","式","","弋","6","3","","","シキ"
"827","識","","言","19","5","","","シキ"
"828","軸","","車","12","S","","","ジク"
"829","七","","一","2","1","","","シチ、なな、なな-つ、（なの）"
"830","𠮟-叱 [5]","","口","5","S","2010","","シツ、しか-る"
"831","失","","大","5","4","","","シツ、うしな-う"
"832","室","","宀","9","2","","","シツ、むろ"
"833","疾","","疒","10","S","","","シツ"
"834","執","","土","11","S","","","シツ、シュウ、と-る"
"835","湿","濕","水","12","S","","","シツ、しめ-る、しめ-す"
"836","嫉","","女","13","S","2010","","シツ"
"837","漆","","水","14","S","","","シツ、うるし"
"838","質","","貝","15","5","","","シツ、シチ、（チ）"
"839","実","實","宀","8","3","","","ジツ、み、みの-る"
"840","芝","","艸","6","S","","","しば"
"841","写","寫","宀","5","3","","","シャ、うつ-す、うつ-る"
"842","社","社 [9]","示","7","2","","","シャ、やしろ"
"843","車","","車","7","1","","","シャ、くるま"
"844","舎","舍 [4]","舌","8","5","","","シャ"
"845","者","者 [9]","老","8","3","","","シャ、もの"
"846","射","","寸","10","6","","","シャ、い-る"
"847","捨","","手","11","6","","","シャ、す-てる"
"848","赦","","赤","11","S","","","シャ"
"849","斜","","斗","11","S","","","シャ、なな-め"
"850","煮","煮 [9]","火","12","S","","","シャ、に-る、に-える、に-やす"
"851","遮","","辵","14","S","1981","","シャ、さえぎ-る"
"852","謝","","言","17","5","","","シャ、あやま-る"
"853","邪","","邑","8","S","","","ジャ"
"854","蛇","","虫","11","S","1981","","ジャ、ダ、へび"
"勺","","勹","3","","","2010","シャク",""
"855","尺","","尸","4","6","","","シャク"
"856","借","","人","10","4","","","シャク、か-りる"
"857","酌","","酉","10","S","1981","","シャク、く-む"
"858","釈","釋","釆","11","S","","","シャク"
"859","爵","","爪","17","S","","","シャク"
"860","若","","艸","8","6","","","ジャク、（ニャク）、わか-い、も-しくは"
"861","弱","","弓","10","2","","","ジャク、よわ-い、よわ-る、よわ-まる、よわ-める"
"862","寂","","宀","11","S","","","ジャク、（セキ）、さび、さび-しい、さび-れる"
"863","手","","手","4","1","","","シュ、て、（た）"
"864","主","","丶","5","3","","","シュ、（ス）、ぬし、おも"
"865","守","","宀","6","3","","","シュ、（ス）、まも-る、も-り"
"866","朱","","木","6","S","","","シュ"
"867","取","","又","8","3","","","シュ、と-る"
"868","狩","","犬","9","S","","","シュ、か-る、か-り"
"869","首","","首","9","2","","","シュ、くび"
"870","殊","","歹","10","S","","","シュ、こと"
"871","珠","","玉","10","S","","","シュ"
"872","酒","","酉","10","3","","","シュ、さけ、（さか）"
"873","腫","","肉","13","S","2010","","シュ、は-れる、は-らす"
"874","種","","禾","14","4","","","シュ、たね"
"875","趣","","走","15","S","","","シュ、おもむき"
"876","寿","壽","士","7","S","","","ジュ、ことぶき"
"877","受","","又","8","3","","","ジュ、う-ける、う-かる"
"878","呪","","口","8","S","2010","","ジュ、のろ-う"
"879","授","","手","11","5","","","ジュ、さず-ける、さず-かる"
"880","需","","雨","14","S","","","ジュ"
"881","儒","","人","16","S","","","ジュ"
"882","樹","","木","16","6","","","ジュ"
"883","収","收","攴","4","6","","","シュウ、おさ-める、おさ-まる"
"884","囚","","囗","5","S","","","シュウ"
"885","州","","巛","6","3","","","シュウ、す"
"886","舟","","舟","6","S","","","シュウ、ふね、（ふな）"
"887","秀","","禾","7","S","","","シュウ、ひい-でる"
"888","周","","口","8","4","","","シュウ、まわ-り"
"889","宗","","宀","8","6","","","シュウ、ソウ"
"890","拾","","手","9","3","","","シュウ、ジュウ、ひろ-う"
"891","秋","","禾","9","2","","","シュウ、あき"
"892","臭","臭 [9]","自","9","S","","","シュウ、くさ-い、にお-う"
"893","修","","人","10","5","","","シュウ、（シュ）、おさ-める、おさ-まる"
"894","袖","","衣","10","S","2010","","シュウ、そで"
"895","終","","糸","11","3","","","シュウ、お-わる、お-える"
"896","羞","","羊","11","S","2010","","シュウ"
"897","習","","羽","11","3","","","シュウ、なら-う"
"898","週","","辵","11","2","","","シュウ"
"899","就","","尢","12","6","","","シュウ、（ジュ）、つ-く、つ-ける"
"900","衆","","血","12","6","","","シュウ、（シュ）"
"901","集","","隹","12","3","","","シュウ、あつ-まる、あつ-める、つど-う"
"902","愁","","心","13","S","","","シュウ、うれ-える、うれ-い"
"903","酬","","酉","13","S","","","シュウ"
"904","醜","","酉","17","S","","","シュウ、みにく-い"
"905","蹴","","足","19","S","2010","","シュウ、け-る"
"906","襲","","衣","22","S","","","シュウ、おそ-う"
"907","十","","十","2","1","","","ジュウ、ジッ、とお、と"
"908","汁","","水","5","S","1981","","ジュウ、しる"
"909","充","","儿","6","S","","","ジュウ、あ-てる"
"910","住","","人","7","3","","","ジュウ、す-む、す-まう"
"911","柔","","木","9","S","","","ジュウ、ニュウ、やわ-らか、やわ-らかい"
"912","重","","里","9","3","","","ジュウ、チョウ、え、おも-い、かさ-ねる、かさ-なる"
"913","従","從","彳","10","6","","","ジュウ、（ショウ）、（ジュ）、したが-う、したが-える"
"914","渋","澁","水","11","S","","","ジュウ、しぶ、しぶ-い、しぶ-る"
"915","銃","","金","14","S","","","ジュウ"
"916","獣","獸","犬","16","S","","","ジュウ、けもの"
"917","縦","縱","糸","16","6","","","ジュウ、たて"
"918","叔","","又","8","S","","","シュク"
"919","祝","祝 [9]","示","9","4","","","シュク、（シュウ）、いわ-う"
"920","宿","","宀","11","3","","","シュク、やど、やど-る、やど-す"
"921","淑","","水","11","S","","","シュク"
"922","粛","肅","聿","11","S","","","シュク"
"923","縮","","糸","17","6","","","シュク、ちぢ-む、ちぢ-まる、ちぢ-める、ちぢ-れる、ちぢ-らす"
"924","塾","","土","14","S","1981","","ジュク"
"925","熟","","火","15","6","","","ジュク、う-れる"
"926","出","","凵","5","1","","","シュツ、（スイ）、で-る、だ-す"
"927","述","","辵","8","5","","","ジュツ、の-べる"
"928","術","","行","11","5","","","ジュツ"
"929","俊","","人","9","S","","","シュン"
"930","春","","日","9","2","","","シュン、はる"
"931","瞬","","目","18","S","","","シュン、またた-く"
"932","旬","","日","6","S","","","ジュン、（シュン）"
"933","巡","","巛","6","S","","","ジュン、めぐ-る"
"934","盾","","目","9","S","","","ジュン、たて"
"935","准","","冫","10","S","","","ジュン"
"936","殉","","歹","10","S","","","ジュン"
"937","純","","糸","10","6","","","ジュン"
"938","循","","彳","12","S","","","ジュン"
"939","順","","頁","12","4","","","ジュン"
"940","準","","水","13","5","","","ジュン"
"941","潤","","水","15","S","","","ジュン、うるお-う、うるお-す、うる-む"
"942","遵","","辵","15","S","","","ジュン"
"943","処","處","虍","5","6","","","ショ"
"944","初","","刀","7","4","","","ショ、はじ-め、はじ-めて、はつ、うい、そ-める"
"945","所","","戶","8","3","","","ショ、ところ"
"946","書","","曰","10","2","","","ショ、か-く"
"947","庶","","广","11","S","","","ショ"
"948","暑","暑 [9]","日","12","3","","","ショ、あつ-い"
"949","署","署 [9]","网","13","6","","","ショ"
"950","緒","緖","糸","14","S","","","ショ、（チョ）、お"
"951","諸","諸 [9]","言","15","6","","","ショ"
"952","女","","女","3","1","","","ジョ、ニョ、（ニョウ）、おんな、め"
"953","如","","女","6","S","","","ジョ、ニョ"
"954","助","","力","7","3","","","ジョ、たす-ける、たす-かる、すけ"
"955","序","","广","7","5","","","ジョ"
"956","叙","敍","攴","9","S","","","ジョ"
"957","徐","","彳","10","S","","","ジョ"
"958","除","","阜","10","6","","","ジョ、（ジ）、のぞ-く"
"959","小","","小","3","1","","","ショウ、ちい-さい、こ、お"
"960","升","","十","4","S","","","ショウ、ます"
"961","少","","小","4","2","","","ショウ、すく-ない、すこ-し"
"962","召","","口","5","S","","","ショウ、め-す"
"963","匠","","匚","6","S","","","ショウ"
"964","床","","广","7","S","","","ショウ、とこ、ゆか"
"965","抄","","手","7","S","","","ショウ"
"966","肖","","肉","7","S","","","ショウ"
"967","尚","尙 [4]","小","8","S","1981","","ショウ"
"968","招","","手","8","5","","","ショウ、まね-く"
"969","承","","手","8","6","","","ショウ、うけたまわ-る"
"970","昇","","日","8","S","","","ショウ、のぼ-る"
"971","松","","木","8","4","","","ショウ、まつ"
"972","沼","","水","8","S","","","ショウ、ぬま"
"973","昭","","日","9","3","","","ショウ"
"974","宵","","宀","10","S","1981","","ショウ、よい"
"975","将","將","寸","10","6","","","ショウ"
"976","消","","水","10","3","","","ショウ、き-える、け-す"
"977","症","","疒","10","S","","","ショウ"
"978","祥","祥 [9]","示","10","S","","","ショウ"
"979","称","稱","禾","10","S","","","ショウ"
"980","笑","","竹","10","4","","","ショウ、わら-う、え-む"
"981","唱","","口","11","4","","","ショウ、とな-える"
"982","商","","口","11","3","","","ショウ、あきな-う"
"983","渉","涉","水","11","S","","","ショウ"
"984","章","","立","11","3","","","ショウ"
"985","紹","","糸","11","S","","","ショウ"
"986","訟","","言","11","S","","","ショウ"
"987","勝","","力","12","3","","","ショウ、か-つ、まさ-る"
"988","掌","","手","12","S","","","ショウ"
"989","晶","","日","12","S","","","ショウ"
"990","焼","燒","火","12","4","","","ショウ、や-く、や-ける"
"991","焦","","火","12","S","","","ショウ、こ-げる、こ-がす、こ-がれる、あせ-る"
"992","硝","","石","12","S","","","ショウ"
"993","粧","","米","12","S","","","ショウ"
"994","詔","","言","12","S","","","ショウ、みことのり"
"995","証","證","言","12","5","","","ショウ"
"996","象","","豕","12","5","","","ショウ、ゾウ"
"997","傷","","人","13","6","","","ショウ、きず、いた-む、いた-める"
"998","奨","奬","大","13","S","","","ショウ"
"999","照","","火","13","4","","","ショウ、て-る、て-らす、て-れる"
"1000","詳","","言","13","S","","","ショウ、くわ-しい"
"1001","彰","","彡","14","S","","","ショウ"
"1002","障","","阜","14","6","","","ショウ、さわ-る"
"1003","憧","","心","15","S","2010","","ショウ、あこが-れる"
"1004","衝","","行","15","S","","","ショウ"
"1005","賞","","貝","15","5","","","ショウ"
"1006","償","","人","17","S","","","ショウ、つぐな-う"
"1007","礁","","石","17","S","","","ショウ"
"1008","鐘","","金","20","S","","","ショウ、かね"
"1009","上","","一","3","1","","","ジョウ、（ショウ）、うえ、（うわ）、かみ、あ-げる、あ-がる、のぼ-る、のぼ-せる、のぼ-す"
"1010","丈","","一","3","S","","","ジョウ、たけ"
"1011","冗","","冖","4","S","","","ジョウ"
"1012","条","條","木","7","5","","","ジョウ"
"1013","状","狀","犬","7","5","","","ジョウ"
"1014","乗","乘","丿","9","3","","","ジョウ、の-る、の-せる"
"1015","城","","土","9","4","","","ジョウ、しろ"
"1016","浄","淨","水","9","S","","","ジョウ"
"1017","剰","剩","刀","11","S","","","ジョウ"
"1018","常","","巾","11","5","","","ジョウ、つね、とこ"
"1019","情","","心","11","5","","","ジョウ、（セイ）、なさ-け"
"1020","場","","土","12","2","","","ジョウ、ば"
"1021","畳","疊","田","12","S","","","ジョウ、たた-む、たたみ"
"1022","蒸","","艸","13","6","","","ジョウ、む-す、む-れる、む-らす"
"1023","縄","繩","糸","15","4","1981","","ジョウ、なわ"
"1024","壌","壤","土","16","S","1981","","ジョウ"
"1025","嬢","孃","女","16","S","","","ジョウ"
"1026","錠","","金","16","S","","","ジョウ"
"1027","譲","讓","言","20","S","","","ジョウ、ゆず-る"
"1028","醸","釀","酉","20","S","","","ジョウ、かも-す"
"1029","色","","色","6","2","","","ショク、シキ、いろ"
"1030","拭","","手","9","S","2010","","ショク、ふ-く、ぬぐ-う"
"1031","食","","食","9","2","","","ショク、（ジキ）、く-う、く-らう、た-べる"
"1032","植","","木","12","3","","","ショク、う-える、う-わる"
"1033","殖","","歹","12","S","","","ショク、ふ-える、ふ-やす"
"1034","飾","","食","13","S","","","ショク、かざ-る"
"1035","触","觸","角","13","S","","","ショク、ふ-れる、さわ-る"
"1036","嘱","囑","口","15","S","","","ショク"
"1037","織","","糸","18","5","","","ショク、シキ、お-る"
"1038","職","","耳","18","5","","","ショク"
"1039","辱","","辰","10","S","","","ジョク、はずかし-める"
"1040","尻","","尸","5","S","2010","","しり"
"1041","心","","心","4","2","","","シン、こころ"
"1042","申","","田","5","3","","","シン、もう-す"
"1043","伸","","人","7","S","","","シン、の-びる、の-ばす、の-べる"
"1044","臣","","臣","7","4","","","シン、ジン"
"1045","芯","","艸","7","S","2010","","シン"
"1046","身","","身","7","3","","","シン、み"
"1047","辛","","辛","7","S","","","シン、から-い"
"1048","侵","","人","9","S","","","シン、おか-す"
"1049","信","","人","9","4","","","シン"
"1050","津","","水","9","S","","","シン、つ"
"1051","神","神 [9]","示","9","3","","","シン、ジン、かみ、（かん）、（こう）"
"1052","唇","","口","10","S","1981","","シン、くちびる"
"1053","娠","","女","10","S","","","シン"
"1054","振","","手","10","S","","","シン、ふ-る、ふ-るう、ふ-れる"
